Price,Car,madeIn,status,carType,Km,carColor,carSeat,engine,gear,Wheeldrive
1899000000,Mercedes Benz E class E180 - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,50,Trắng,5,Xăng	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1195000000,Mazda CX8 Premium - 2020,Lắp ráp trong nước,Xe đã dùng,SUV,1,Đỏ,7,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
1068000000,Toyota Camry 2.0G - 2020,Nhập khẩu,Xe đã dùng,Sedan,3,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
1290000000,VinFast Lux SA 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
995000000,Toyota Fortuner 2.4G 4x2 MT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,8,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
779000000,Hyundai Tucson 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
1205000000,Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
862000000,Hyundai Tucson 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
910000000,Hyundai Tucson 2.0 AT CRDi - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Dầu	2.0 L,Số tự động,FWD - Dẫn động cầu trước
755000000,Mazda 3 1.5L Sport Luxury - 2020,Lắp ráp trong nước,Xe đã dùng,Hatchback,3,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
850000000,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
37999000000,Rolls Royce Cullinan 6.75 V12 - 2020,Nhập khẩu,Xe mới,SUV,0,Xám,4,Xăng	6.7 L,Số tự động,AWD - 4 bánh toàn thời gian
4089000000,BMW X5 xLine - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
928000000,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Xám,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1143000000,Hyundai SantaFe 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
344000000,Thaco Frontier K200 - 2020,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,3,Dầu,Số tay,RFD - Dẫn động cầu sau
719000000,Kia Seltos Premium 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Vàng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1221000000,Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
820000000,Toyota Corolla Cross 1.8V - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,5,Xăng	1.8 L,Số tự động,FWD - Dẫn động cầu trước
728000000,Hyundai Kona 1.6 Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
999000000,Mazda CX8 Deluxe - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
1350000000,Mercedes Benz C class C180 - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,500,Xanh,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
2290000000,Mercedes Benz E class E200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
310000000,Suzuki Carry Pro - 2020,Nhập khẩu,Xe mới,Truck,0,Trắng,2,Xăng	1.5 L,Số tay,RFD - Dẫn động cầu sau
1500000000,Kia Seltos Premium 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
4829000000,BMW X6 xDrive40i M Sport - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,5,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
2920000000,Mercedes Benz E class E300 AMG - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
460000000,Hyundai Mighty N250 SL thùng dài - 2020,Nhập khẩu,Xe mới,Truck,0,Xanh,3,Dầu,Số tay,RFD - Dẫn động cầu sau
1121000000,Hyundai SantaFe 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Cát,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
1135000000,Hyundai SantaFe 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
359000000,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1130000000,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1629000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,2,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1739000000,Mercedes Benz GLC 200 - 2020,Lắp ráp trong nước,Xe đã dùng,SUV,1,Xám,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1040000000,Hyundai SantaFe 2.2L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,7,Dầu	2.2 L,Số tự động,FWD - Dẫn động cầu trước
1163000000,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
363000000,Hyundai i10 Grand 1.2 MT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
324000000,Hyundai i10 Grand 1.2 MT Base - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
2799000000,Mercedes Benz E class E300 AMG - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,500,Đen,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
12300000000,LandRover Range Rover SVAutobiography LWB 3.0 I6 - 2020,Nhập khẩu,Xe mới,SUV,0,Xám,5,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
999000000,Mazda CX8 Deluxe - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
861000000,Hyundai Tucson 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
6990000000,Ford F150 Harley Davidson 5.0 V8 - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Xăng	5.0 L,Số tự động,4WD - Dẫn động 4 bánh
759000000,Mazda 6 Deluxe 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
1399000000,Mercedes Benz C class C180 - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1131000000,VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Ghi,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
175000000,Kenbo - 2020,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,2,Xăng,Số tay,RFD - Dẫn động cầu sau
781000000,Hyundai Tucson 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
549000000,Suzuki Swift GLX 1.2 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Xanh,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
384000000,Toyota Wigo 1.2 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
1090000000,VinFast Lux SA 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
778000000,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1065000000,Toyota Camry 2.0G - 2020,Nhập khẩu,Xe đã dùng,Sedan,3,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
356000000,Hyundai i10 Grand 1.2 MT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Bạc,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
384000000,Toyota Wigo 1.2 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
1090000000,VinFast Lux SA 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
778000000,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1065000000,Toyota Camry 2.0G - 2020,Nhập khẩu,Xe đã dùng,Sedan,3,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
356000000,Hyundai i10 Grand 1.2 MT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Bạc,5,Xăng	1.25 L,Số tay,FWD - Dẫn động cầu trước
749000000,Mazda BT50 Premium 3.2L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Ghi,5,Dầu	3.2 L,Số tự động,4WD - Dẫn động 4 bánh
389000000,VinFast Fadil 1.4 AT Plus - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
387000000,Hyundai i10 Grand 1.2 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.25 L,Số tự động,FWD - Dẫn động cầu trước
715000000,Ford Transit SVP - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Vàng,16,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
552000000,Hyundai Accent 1.4 ATH - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1150000000,Hyundai SantaFe 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe đã dùng,SUV,0,Đen,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
635000000,Kia Cerato 1.6 AT Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
4120000000,Lexus RX 350 - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,5,Xăng	3.5 L,Số tự động,AWD - 4 bánh toàn thời gian
715000000,Hyundai HD Mighty 110SL 7 tấn - 2020,Nhập khẩu,Xe mới,Truck,0,Xanh,3,Dầu,Số tay,RFD - Dẫn động cầu sau
835000000,Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1118000000,Honda CRV L - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
384000000,Toyota Wigo 1.2 AT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Bạc,5,Xăng	1.2 L,Số tự động,FWD - Dẫn động cầu trước
1029000000,Toyota Camry 2.0G - 2020,Nhập khẩu,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
535000000,Hyundai Accent 1.4 ATH - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
600000000,Mitsubishi Xpander 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
535000000,Hyundai Accent 1.4 ATH - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
600000000,Mitsubishi Xpander 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1779000000,Hyundai Xcent - 2020,Nhập khẩu,Xe mới,Truck,0,Trắng,2,Dầu,Số tay,RFD - Dẫn động cầu sau
1689000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
620000000,Ford EcoSport Titanium 1.5L AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
735000000,Hyundai Elantra Sport 1.6 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
904000000,Hyundai Tucson 1.6 AT Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
2199000000,Mini Cooper Convertible Sidewalk Edition - 2020,Nhập khẩu,Xe mới,Convertible/Cabriolet,0,Xanh,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
559000000,Hyundai Elantra 1.6 MT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.6 L,Số tay,FWD - Dẫn động cầu trước
9000000000,Lexus LX 570 Super Sport - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
570000000,Toyota Vios 1.5G - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
2560000000,Lexus NX 300 - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,5,Xăng,Số tự động,AWD - 4 bánh toàn thời gian
2409000000,BMW X3 xDrive30i xLine - 2020,Nhập khẩu,Xe mới,SUV,0,Trắng,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
320000000,Toyota Wigo 1.2 MT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tay,FWD - Dẫn động cầu trước
614000000,Kia Cerato 1.6 AT Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
1163000000,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
470000000,Toyota Vios 1.5E MT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	1.5 L,Số tay,FWD - Dẫn động cầu trước
1162000000,Hyundai SantaFe Premium 2.4L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	2.4 L,Số tự động,AWD - 4 bánh toàn thời gian
359000000,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
679000000,Honda Civic E 1.8 AT - 2020,Nhập khẩu,Xe mới,Sedan,0,Trắng,5,Xăng	1.8 L,Số tự động,FWD - Dẫn động cầu trước
1100000000,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
671000000,Hyundai Kona 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Bạc,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
6490000000,Volvo XC90 T8 Excellence - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,4,Hybrid	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
669000000,Mazda 3 1.5L Deluxe - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1630000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,5,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1058000000,VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Nâu,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
763000000,Toyota Corolla altis 1.8G AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	1.8 L,Số tự động,FWD - Dẫn động cầu trước
562000000,MG ZS Comfort 1.5 AT 2WD - 2020,Nhập khẩu,Xe mới,Crossover,0,Đỏ,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
395000000,Hyundai i10 Grand 1.2 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.25 L,Số tự động,FWD - Dẫn động cầu trước
769000000,Ford Ranger Limited 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
610000000,Ford Ranger XLS 2.2L 4x2 MT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tay,RFD - Dẫn động cầu sau
970000000,Ford Transit Limousine - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Đen,10,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
559000000,Hyundai Elantra 1.6 MT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.6 L,Số tay,FWD - Dẫn động cầu trước
1249000000,Mazda CX8 Premium AWD - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
555000000,Toyota Vios 1.5G - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Nâu,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
564000000,Suzuki XL7 1.5 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
680000000,Hyundai Mighty 75S - 2020,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,3,Dầu	3.9 L,Số tay,RFD - Dẫn động cầu sau
759000000,Hyundai Tucson 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Đen,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
998000000,VinFast Lux A 2.0 Plus 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1235000000,Toyota Camry 2.5Q - 2020,Nhập khẩu,Xe mới,Sedan,0,Đen,5,Xăng	2.5 L,Số tự động,FWD - Dẫn động cầu trước
404000000,Kia Soluto 1.4 MT Deluxe - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tay,FWD - Dẫn động cầu trước
569000000,Mazda BT50 Standard 2.2L 4x4 MT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
1105000000,Ford Everest Titanium 2.0L 4x2 AT - 2020,Nhập khẩu,Xe mới,SUV,0,Nâu,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
359000000,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1639000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng,Số tự động,RFD - Dẫn động cầu sau
740000000,Ford Transit SVP - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Bạc,16,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
686000000,Hyundai Elantra 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
736000000,Hyundai Kona 1.6 Turbo - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	1.6 L,Số tự động,FWD - Dẫn động cầu trước
2039000000,Mercedes Benz GLC 200 4Matic - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
1750000000,Volvo XC40 T5 AWD R-Design - 2020,Nhập khẩu,Xe mới,SUV,0,Đỏ,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
928000000,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
345000000,Toyota Wigo 1.2G MT - 2020,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tay,FWD - Dẫn động cầu trước
1223000000,VinFast Lux SA 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xám,7,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
470000000,Kia Soluto 1.4 AT Luxury - 2020,Lắp ráp trong nước,Xe đã dùng,Sedan,7,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
359000000,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Xanh,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
748000000,Toyota Corolla altis 1.8G AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Xăng	1.8 L,Số tự động,FWD - Dẫn động cầu trước
5690000000,Lexus GX 460 - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	4.6 L,Số tự động,AWD - 4 bánh toàn thời gian
263000000,Suzuki Super Carry Van Blind Van - 2020,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,2,Xăng	1.0 L,Số tay,RFD - Dẫn động cầu sau
217000000,Suzuki Super Carry Truck 1.0 MT - 2020,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,2,Xăng	1.0 L,Số tay,RFD - Dẫn động cầu sau
599000000,Kia Seltos Deluxe 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Vàng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
426000000,Hyundai Accent 1.4 MT Base - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tay,FWD - Dẫn động cầu trước
998000000,Honda CRV E - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
778000000,VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
630000000,Ford Ranger XLS 2.2L 4x2 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
4499000000,BMW X5 xDrive40i M Sport - 2020,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
686000000,Hyundai Kona 2.0 ATH - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Xăng	2.0 L,Số tự động,FWD - Dẫn động cầu trước
1178000000,Ford Ranger Raptor 2.0L 4x4 AT - 2020,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
3999000000,BMW Z4 sDrive30i M Sport - 2020,Nhập khẩu,Xe mới,Convertible/Cabriolet,0,Đen,2,Xăng	2.0 L,Số tự động,RFD - Dẫn động cầu sau
939000000,Subaru Forester 2.0i-L - 2020,Nhập khẩu,Xe mới,SUV,0,Bạc,5,Xăng	2.0 L,Số tự động,AWD - 4 bánh toàn thời gian
1206000000,Hyundai SantaFe 2.2L HTRAC - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Cát,7,Dầu	2.2 L,Số tự động,AWD - 4 bánh toàn thời gian
1048000000,Honda CRV G - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Đen,7,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
430000000,VinFast Fadil 1.4 AT Premium - 2020,Lắp ráp trong nước,Xe đã dùng,Hatchback,2,Xanh,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
902000000,Hyundai Tucson 2.0 AT CRDi - 2020,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,5,Dầu	2.0 L,Số tự động,FWD - Dẫn động cầu trước
4799000000,Mercedes Benz S class S450L Luxury - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	3.0 L,Số tự động,RFD - Dẫn động cầu sau
1689000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,5,Hybrid	1.5 L,Số tự động,RFD - Dẫn động cầu sau
1689000000,Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.5 L,Số tự động,RFD - Dẫn động cầu sau
599000000,Honda City 1.5TOP - 2020,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1080000000,Toyota Fortuner 2.4G 4x2 AT - 2020,Lắp ráp trong nước,Xe mới,SUV,0,Bạc,7,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
359000000,VinFast Fadil 1.4 AT - 2020,Lắp ráp trong nước,Xe mới,Hatchback,0,Cam,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
